speaker,filename,text,emotion
F1,F1_anger_regular_39.wav,今更何を言っても遅いわ。あなたがとがめられるべきことは、もっと前からわかっていたはずよ。,anger
F1,F1_anger_regular_40.wav,はん!私のプライバシーを侵害するなんて、どういうつもりだ?,anger
F1,F1_anger_regular_41.wav,もう!君がいつもそんなに無茶をするから体を痛めるんだよ!反省しなさい,anger
F1,F1_anger_regular_42.wav,もう、あなたの偏見には本当にうんざりするわ。人を見る目をもっと広げなさいよ!,anger
F1,F1_anger_regular_43.wav,もう何度も夫婦厳価してどうするんだ?話し合いができないならもう分かれた方がいいんじゃないか,anger
F1,F1_anger_regular_44.wav,もうあなたはいつも人を見下すばかりですね本当に腹が立ちます,anger
F1,F1_disgust_free_01.wav,げっ!彼女の下品な言葉使いは本当に耐えられない!,disgust
F1,F1_disgust_free_02.wav,ぐー! バンパイアなんて地を吸うだけで生きていけるクソ生き物に過ぎない! 吐き気がするわ!,disgust
F1,F1_disgust_free_03.wav,ああ、このサブスティテューションは全く使い物にならない!最悪だ!,disgust
F1,F1_disgust_free_04.wav,ゲッ!あの人の価値観はいつも物事をただリデュースすることばかりで、まったく考え方が狭いと思う。,disgust
F1,F1_disgust_free_05.wav,ブアッ!あの食べ物は妙な味がして、吐き気がしてきた。,disgust
F1,F1_disgust_free_06.wav,うわっ…彼女の部屋に入るとゴミの匂いがしてとっても深いでした,disgust
F1,F1_disgust_free_07.wav,はぁー! 臨時たちは毎晩想像しパーティを開いて私たちの睡眠を妨げている! 本当にうんざりだ!,disgust
F1,F1_disgust_free_08.wav,ギェッ!彼の言動はまるで中学生かと思うほどガキっぽい!本当に嫌だ!,disgust
F1,F1_disgust_free_09.wav,くぅー! 頼むからそういうくだらないダジャレはやめてくれよ!,disgust
F1,F1_disgust_free_10.wav,くぅ 雑いな現動で人を傷つけるなんて 最低だと思わないか,disgust
F1,F1_disgust_regular_01.wav,いや、あんな見にくい人間を見るのは本当に嫌だ!,disgust
F1,F1_disgust_regular_02.wav,いや、あの人は恥ずかしくなるほど 景品な言葉遣いをするんだよ,disgust
F1,F1_disgust_regular_03.wav,いや、あの人が嫌いすぎて顔を見るだけで吐き気がするんだ,disgust
F1,F1_disgust_regular_04.wav,いや、そのような不動得な行為をしている人たちは、社会的に抱きされるべきだと思います。,disgust
F1,F1_disgust_regular_05.wav,いやーあの人の臭さはただの不決さではなく、もう何日も風呂に入っていないような匂いで、本当に我慢できない!,disgust
F1,F1_disgust_regular_06.wav,いやー、あの家は本当に見素晴らしい。中に入る前から深いな気分になる。,disgust
F1,F1_disgust_regular_07.wav,いやーあの人の話は聞き苦しいほどつまらない。もう二度と話しかけないでほしい。,disgust
F1,F1_disgust_regular_08.wav,あの人はいつも自分のことばかりで周りを全く考えていない特然的な人間なんだよねうわ、嫌だ,disgust
F1,F1_disgust_regular_09.wav,うーわ!君の言葉は本当に私を傷つけましたよ。もう二度とそんなこと言わないでください。,disgust
F1,F1_disgust_regular_10.wav,うわー あの専用な上司には本当に駅駅としてしまいます仕事ができるとはいえ 人間性が決所していると思います,disgust
F1,F1_disgust_regular_11.wav,うわー この灰水この匂いはまさに人間の灰雪物のようです,disgust
F1,F1_disgust_regular_12.wav,うわ、あの嫌しい男がまた私に近づいてきた。本当に嫌だ。,disgust
F1,F1_disgust_regular_13.wav,うわぁあの人は本当に恩恵で歌を聞くと耳が痛くなるよ,disgust
F1,F1_disgust_regular_14.wav,うわっ!ゲリは本当に嫌だ!トイレに行くたびにお腹が痛くなって、もう我慢なんてできない!,disgust
F1,F1_disgust_regular_15.wav,この場所は臭くて、音もうるさくて、人も多すぎる!うえ!ここにいるのは本当に嫌だ!,disgust
F1,F1_disgust_regular_16.wav,うぇぇ、誰がこんなに綺麗な場所に排泄物を捨てるんだろう。本当に気持ち悪い。,disgust
F1,F1_disgust_regular_17.wav,うえ、水暴走って本当に不快な病気ですよね。赤くて、かゆくて、見ているだけで気持ちが悪くなります。,disgust
F1,F1_disgust_regular_18.wav,うえ、誰かが部屋を凝った匂いがする、すごく深いだ。,disgust
F1,F1_disgust_regular_19.wav,うえ、また水漏れが起きている。この湿気と噛び臭い匂いは本当に嫌だ。,disgust
F1,F1_disgust_regular_20.wav,うえ、この染みは何? 臭いし、見ているだけで気分が悪くなる。,disgust
F1,F1_disgust_regular_21.wav,うぇー、泥水を飲むなんて考えられないわ。あんな汚い水で病気になるだけよ。,disgust
F1,F1_disgust_regular_22.wav,うわーあの人の考え方は完全に非合理的だ話を聞いているだけで頭が痛くなる,disgust
F1,F1_disgust_regular_23.wav,うわ、またステレオタイプの考え方を持っている人がいるんだ。本当に嫌になるよ。,disgust
F1,F1_disgust_regular_24.wav,うわー、あんな襲惑な顔していたら誰も近寄ってきませんよ,disgust
F1,F1_disgust_regular_25.wav,うわっ!あの独絶女性は本当に谷の気持ちを考えずに、人を傷つける言葉ばかり吐きますね。,disgust
F1,F1_disgust_regular_26.wav,うわー、あんなにたくさんの人がいる人ゴミに入るなんて嫌です。息苦しくて動けないし、汗でベタベタして深い感じかありません。,disgust
F1,F1_disgust_regular_27.wav,うわ、この靴下は臭くて馴染まない。もう二度と吐きたくない。,disgust
F1,F1_disgust_regular_28.wav,うわ、あの人の妄想に巻き込まれたくない。一緒にいると気持ち悪い。,disgust
F1,F1_disgust_regular_29.wav,えぇ?そんな悪壁を持っている人は近づきたくないですね,disgust
F1,F1_disgust_regular_30.wav,え?本当にしつこいですね。もうやめてください。,disgust
F1,F1_disgust_regular_31.wav,えぇー、あの応募な態度を持つ人と付き合うのは本当に無理。どうにかしてくれ。,disgust
F1,F1_disgust_regular_32.wav,えぇー…どう見てもこのチーズは腐敗しているだろ?食べるのは絶対に嫌だ!,disgust
F1,F1_disgust_regular_33.wav,えぇ 装置とか面倒臭くて,disgust
F1,F1_disgust_regular_34.wav,ええ、あの寝痕の匂いは本当に嫌でたまらないです。,disgust
F1,F1_disgust_regular_35.wav,ええええええ! 電線病にかかったら本当に大変ですよ! 私はそのような危険を起こすのは嫌です!,disgust
F1,F1_disgust_regular_36.wav,うえ、超えになったらトイレにこもりっきりで、はきけやげりにくるしみますよ。,disgust
F1,F1_disgust_regular_37.wav,おい、こんなに不健康なものを食べるなんて、本当に吐き気がする!,disgust
F1,F1_disgust_regular_38.wav,うえぇ…二日を一定本当に最悪ですね…頭が痛くて、吐き気がして、体がだるくて食欲もない…,disgust
F1,F1_disgust_regular_39.wav,うえぇ…部屋に入った瞬間、一周がして私は気持ち悪くなってしまった。,disgust
F1,F1_disgust_regular_40.wav,おえぇ!あの不情な男がまたここにいる!彼の対処は臭いというよりも生ゴミが臭ったような匂いがする。,disgust
F1,F1_disgust_regular_41.wav,おい、あの脳子がまた大きくなってしまった。匂いがひどく、見るだけで意外たくなる。,disgust
F1,F1_disgust_regular_42.wav,うえぇ!あのネズミがまた出た!その汚しい尻尾を見るだけで、私の接地が効率く…,disgust
F1,F1_disgust_regular_43.wav,あの汚いトイレには病原金がいっぱいだ!ギャッ!近づくのも嫌だ!,disgust
F1,F1_disgust_regular_44.wav,ぎゃあ!こんなに汚い泥沼の中には入りたくないです!,disgust
F1,F1_disgust_regular_45.wav,げっ!あの汚い食べ物を見たら、ヘドが出そうになります,disgust
F1,F1_disgust_regular_46.wav,ギェ! 伝染病にかかった人が近くにいたら、私はすぐにその場から逃げたい!,disgust
F1,F1_disgust_regular_47.wav,ぎぇー!あの人の指から、闇が下たり落ちている!気持ち悪い!,disgust
F1,F1_disgust_regular_48.wav,ギェ!その手乱野郎がまた来たの?今度こそ警察に通報するわ!,disgust
F1,F1_disgust_regular_49.wav,ギェ!なんであそこに虫たちが ムラガっているかと思ったら臭った羊の死体があります!,disgust
F1,F1_fear_free_01.wav,はぁ…テロの疑いがある荷物が見つかったというニュースを聞いて、空港で爆発が起きてしまうのではないかと恐らしく思った…,fear
F1,F1_fear_free_02.wav,はぁー…このような危険な任務に、経験不足の私が選ばれたことに、正直言って怖さを感じています。,fear
F1,F1_fear_free_03.wav,目の前で彼女が誘拐された時、私は怖くて身動きもできなかった!,fear
F1,F1_fear_free_04.wav,テレビで聞いたけど、あの高いビルの上での転落事故は本当に怖い!,fear
F1,F1_fear_free_05.wav,ふー…彼の目にはまるで人を殺すかのような撮影が宿っていた!,fear
F1,F1_fear_free_06.wav,ああ! カジだ!すぐに避難しましょう!,fear
F1,F1_fear_free_07.wav,深夜に一人で歩いているとえぇ!?突然背後にファンパイアが現れた!,fear
F1,F1_fear_free_08.wav,今日の試合で主力選手が怪我をしたら 代わりに出場する選手はいないサブスティテューションができないからとっても怖いです,fear
F1,F1_fear_free_09.wav,ううっ! サクヤ、リューパン氏の家から奇妙な音が聞こえて、誰かが侵入したのではないかと不安になった…,fear
F1,F1_fear_free_10.wav,あの森に入るのは怖い。そこに住む奇妙な生き物がいると聞いたからだ。,fear
F1,F1_fear_regular_01.wav,うわっ!不景気の影響で出行してしまうかもしれないどうしよう心配で眠れない,fear
F1,F1_fear_regular_02.wav,うわー! 世界的な経済危機が起きたら私たちの生活はどうなるんだろう?,fear
F1,F1_fear_regular_03.wav,うわー! 地震だ!早く逃げろ!,fear
F1,F1_fear_regular_04.wav,うわー!あの冒風はきっとわざわいをもたらすに違いない!,fear
F1,F1_fear_regular_05.wav,山奥で突然熊に遭遇して、 立然として声も出なかった?うわっ! どうしよう!,fear
F1,F1_fear_regular_06.wav,うわっ! 各戦争が起こったら、人類は滅びるかもしれない!,fear
F1,F1_fear_regular_07.wav,うわっ!昨日のニュースで暴行事件が起こっていたなんて知らなかった!今夜は怖くて眠れない!,fear
F1,F1_fear_regular_08.wav,キャー!ここは弱そびする場所じゃない!周りがぶっそうな感じがして、怖い!,fear
F1,F1_fear_regular_09.wav,キャー!あの人たちはパニックに落ち入り始めている!何かが起こる前無理なのかもしれない!,fear
F1,F1_fear_regular_10.wav,キャー!バイキンに感染してしまったら大変なことになる!早く医者に見てもらわなきゃ!,fear
F1,F1_fear_regular_11.wav,あの山が分化したら、周りの人々はみんな犠牲になってしまう!ギャーッ!早く避難しなければ!,fear
F1,F1_fear_regular_12.wav,夜の森で人を食ったと噂さされる熊にてくわしたキャー!助けてください!,fear
F1,F1_fear_regular_13.wav,キャー!あの建物の廃墟が不気味すぎて、中に誰かいるような気がして怖くて入れない!,fear
F1,F1_fear_regular_14.wav,キャッ!あの森は暗くて怖いですね一人で歩くのは危険かもしれません,fear
F1,F1_fear_regular_15.wav,ぎゃー!内乱が撲発したらどうしよう!生活が壊れ尽くしたり、身の安全が帯開かされたりするかもしれない!,fear
F1,F1_fear_regular_16.wav,きゃあ!昨日夜中に巨白電話がかかってきたもう一人で家にいるのは怖いなぁ,fear
F1,F1_fear_regular_17.wav,キャー!新しいウイルスが変異したと聞いて、これ以上どうなるかわからない世界に生きていると思うと怖くて黙らない!,fear
F1,F1_fear_regular_18.wav,ぎゃー!放射性物質が露出していると聞いて周りの人々は一斉にパニックに落ちた,fear
F1,F1_fear_regular_19.wav,キャー!この険しい山道を歩くのは本当に怖い!,fear
F1,F1_fear_regular_20.wav,ぎゃー!この山道は本当にアイロだ!一歩間違えれば、陰に転落するかもしれない,fear
F1,F1_fear_regular_21.wav,ぎゃああああ!あの恐るべき巨大な竜巻が私たちの方に向かってきています!早く避難しましょう!,fear
F1,F1_fear_regular_22.wav,ひっ! 咲くや見た悪夢があまりにも恐ろしかったので、今でも震えが止まりません!,fear
F1,F1_fear_regular_23.wav,ひっ! 傷口から最近が入って拝欠症になったら もう手遅れになってしまうかもしれない早く病院に行かなければ,fear
F1,F1_fear_regular_24.wav,ひっ!あの小学生が有会事件に巻き込まれてしまったと聞いて、子供を持つ親として恐怖でいっぱいになってしまった。,fear
F1,F1_fear_regular_25.wav,いっ この雨が続けばもしかしたら大降水になるかもしれないすぐに避難しなければ,fear
F1,F1_fear_regular_26.wav,怖い話を聞いて、私の腕には鳥肌が立ち上がっている!へっ!何かが見えるような気がして怖い!,fear
F1,F1_fear_regular_27.wav,いっ!この玄関の中、山奥で迷子になったらどうしよう!生きて帰れるかなぁ!,fear
F1,F1_fear_regular_28.wav,森の奥にいる 獣の鳴き声が怖いへっ! もう帰りたい!,fear
F1,F1_fear_regular_29.wav,いいいいいい!今日のニュースで聞いた事件は、私が住むこの街で起こったんだ!怖くて外出するのが怖くなってきた!,fear
F1,F1_fear_regular_30.wav,ひぃ!この事件は単独犯の仕業だと思うと、犯人がまだ逃げているかもしれないことが怖い!,fear
F1,F1_fear_regular_31.wav,ひーーー!街の構想が激化して…いつ自分が巻き込まれるか分からない!,fear
F1,F1_fear_regular_32.wav,4道を歩いていたら…へぇっ!暴走族のバイク団が突然やってきた!怖くて足がすくんだ!,fear
F1,F1_fear_regular_33.wav,ひぃ!あの暴行事件は本当に怖かった!もう二度とあんな体験はしたくない!,fear
F1,F1_fear_regular_34.wav,あの建物は自信の後から不安定のままになっていたいっ!今いるのはとても危険だ!,fear
F1,F1_fear_regular_35.wav,ひぃ! あそこには南パした船がある! 今夜は海が荒れているから近づかない方がいいよ!,fear
F1,F1_fear_regular_36.wav,いえ!このまま長雨が続くと、農作物が壊滅的な被害を受け、基金が起こるかもしれません!,fear
F1,F1_fear_regular_37.wav,自身の被害にあった人たちの苦しみを想像すると、いえぇ!自分たちも同じような被害に会うかもしれないと不安になる!,fear
F1,F1_fear_regular_38.wav,いやー!テロリズムが満園する世界で生きることが怖くて何もできない!,fear
F1,F1_fear_regular_39.wav,いやぁ!弱者が社会に踏みつぶされるのを見ると、自分も同じようになってしまうのではないかと不安になる,fear
F1,F1_fear_regular_40.wav,いやー!怖くて腰抜けになりそうだ。あそこにいるのはサイコパスの殺人犯だ!,fear
F1,F1_fear_regular_41.wav,山中で襲われている時、後ろから迫ってくるさっきを感じて、いやー!もうダメだと思った。,fear
F1,F1_fear_regular_42.wav,あの事件以来、私は犠牲暗記に落ちているいえぇー!誰が友達で誰が敵かわからない!,fear
F1,F1_fear_regular_43.wav,うわー!あの映画のシーンで見たような残忍な殺し方を想像するだけで怖くてたまらない!,fear
F1,F1_fear_regular_44.wav,うわぁ!突然の海原令で待ち住が創前となった!このままでは何が起こるかわからない!,fear
F1,F1_fear_regular_45.wav,敵軍から一斉射撃が始まった時わあああああ私は本当に怖くて見動きができなかった,fear
F1,F1_fear_regular_46.wav,うわぁ! 昨日夜中に家の前でストークがいたんです! 怖くて一晩中眠れませんでした,fear
F1,F1_fear_regular_47.wav,あの男性の依圧的な態度に、ふっ!私は怖くて声も出せなかった。,fear
F1,F1_fear_regular_48.wav,わああああ!国の通貨機器でぶっかが棒として買い物ができなくなるかもしれない,fear
F1,F1_fear_regular_49.wav,わあ!国の政府が空出たにあったのは聞いていたけど、今自分の目で見ると怖すぎて心臓が止まりそうだ!,fear
F1,F1_happy_free_01.wav,私たちは今、お金に困ることなく生活できて、とても幸せです!ひゃほー!,happy
F1,F1_happy_free_02.wav,うん!私は彼の近辺さと熱いに関心しています!彼のような人と仕事ができることはとても幸せなことです!,happy
F1,F1_happy_free_03.wav,おぉー!近所の商店街が再開発されて、ますます反映しているよ!みんなが幸せそうで、私も嬉しい!,happy
F1,F1_happy_free_04.wav,ほうほう!この映画は豪華キャストが出演していて、もうすぐ公開されるんだ!私は今から楽しみにしているよ!,happy
F1,F1_happy_free_05.wav,今月のお給料は思ったよりも多くて、とっても嬉しい!くっくっくっ、新しい服を買ったり、友達と旅行に行ったりできるね!,happy
F1,F1_happy_free_06.wav,今日は友達と一緒に海に行って、泳いでバーベキューして、とっても楽しい時間を過ごしたよ!ひゃほー!,happy
F1,F1_happy_free_07.wav,ヒュー!今週末は友達と一緒にバンパイヤのコスプレをしてパーティーに参加する予定だよ!とっても楽しみ!,happy
F1,F1_happy_free_08.wav,私たちのチームは主力選手が怪我をしてしまったが、サブスティテューションの選手が活躍してくれた。そのおかげで試合に勝つことができたよ!,happy
F1,F1_happy_free_09.wav,今日はフランス料理のお店で リュパンのクロワッサンを食べたよ!んー!あんな美味しいクロワッサンは初めてだった!,happy
F1,F1_happy_free_10.wav,この小説は奇妙な出来事が次々に起こって、わくわく感が止まらない!おおおおおお!,happy
F1,F1_happy_regular_01.wav,今日の山登りは最高だった!山頂で見た景色は言葉に表せないほど美しかった!あははは!絶頂の喜びが胸に溢れるよ!,happy
F1,F1_happy_regular_02.wav,あははは! 昨日の受賞式で私の友達が最優秀女優勝を受賞したんだ!本当に素晴らしい演技だったよ!,happy
F1,F1_happy_regular_03.wav,昨日、宝くじを買ったら100万円が当たったよ!あはははは!ラッキー!,happy
F1,F1_happy_regular_04.wav,イェーイ!私たちの会社は新しい製品のおかげで知名度が急上昇しているんだ!顧客からの反応もすごくよくて、本当に嬉しいよ!,happy
F1,F1_happy_regular_05.wav,イエーイ!今日は手頃な価格で美味しい食事を楽しめたんだ!,happy
F1,F1_happy_regular_06.wav,昨日サーフィンを初めて体験してきたよイエーイ!波に乗る感覚は最高だった!,happy
F1,F1_happy_regular_07.wav,うおお!私たちのチームが 決勝ゴールを決めた瞬間は本当に感動的だったよ!みんなで喜びの声を上げたね!,happy
F1,F1_happy_regular_08.wav,うおぉ!久しぶりに会った友人と一緒に過ごす時間は最高だった!会話も盛り上がって、ほんとうに楽しかった!,happy
F1,F1_happy_regular_09.wav,うおぉ!今日は海で泳ぐのが本当に気持ちがいい!さっきまで暑かったのに海に入ったら涼しい風が吹いて最高だったよ!,happy
F1,F1_happy_regular_10.wav,昨日私は自分の目標を達成したんだ!フフフ!こんなに嬉しいことはないよ!,happy
F1,F1_happy_regular_11.wav,うふふふ私たちのグループは真の有愛の精神で結ばれています本当に幸せです,happy
F1,F1_happy_regular_12.wav,うふふ、お正月にもらったお年玉で新しいスマホを買っちゃった!もう写真撮るのが楽しかった楽しかった,happy
F1,F1_happy_regular_13.wav,ええ、彼女は本当に素晴らしい微生を持っている。聞くだけで幸せな気分になる。,happy
F1,F1_happy_regular_14.wav,えええ!今日の夕飯は最高だった!手作りのピザとデザートがあって、お腹も心も満たされた感じがして、最高に満足感があるよ!,happy
F1,F1_happy_regular_15.wav,ええ!このリゾートホテルのプールは本当に心地よい!水の温度も丁度いいし、景色も最高だよ!,happy
F1,F1_happy_regular_16.wav,今、私は大学の合格通知をもらったんだ!換気のあまり飛び跳ねたくなるぐらい嬉しい!,happy
F1,F1_happy_regular_17.wav,今日は友達にたくさん手伝ってもらって とっても感謝してるんだ!へへっ!本当にありがたい!,happy
F1,F1_happy_regular_18.wav,昨日、オークションで、一持つの刀を手に入れたんだ!ふふふ!これで私の刀コレクションも充実したよー!,happy
F1,F1_happy_regular_19.wav,おぉ!昨日私の大ファンが私の曲をカバーしてくれたところを見たんだ!それを見てとっても幸せになったよ!,happy
F1,F1_happy_regular_20.wav,おぉー!私のそぼは手術を受けた後、ついに完全に治癒したんだ!元気いっぱいになって本当に良かった!,happy
F1,F1_happy_regular_21.wav,おぉ!私はついに英語の四角式に合格して認定されたよ!これで英語がもっと話せるようになるぞ!,happy
F1,F1_happy_regular_22.wav,今回の選挙で私のおじいさんが得票数1位を獲得したんだ!あははは!家族全員でお祝いするよ!,happy
F1,F1_happy_regular_23.wav,今日の運動会は楽しかったね! 特にリレーの時はみんなが協力して走ってくれたから最高の思い出になったよ!,happy
F1,F1_happy_regular_24.wav,はっ!本当にラッキーだった!今日の抽選で一頭勝当てたんだ!それも夢にまで見たヨーロッパ旅行が当たったんだ!,happy
F1,F1_happy_regular_25.wav,彼女が私に微笑みを浮かべてくれた時、とっても嬉しかったんだ!フフッ!幸せな気持ちでいっぱいだ!,happy
F1,F1_happy_regular_26.wav,最近自分の人生に充実感を感じているんだ友達、家族、そして仕事もうまくいっているフフッ、本当に幸せだ,happy
F1,F1_happy_regular_27.wav,今日のデートはロマンティックだった夜景を見ながら手をつないでとっても幸せな気持ちになったよ,happy
F1,F1_happy_regular_28.wav,昨日のイベント大成功だったよ!たくさんの人が来てくれて!ふふ!すごく嬉しかった!,happy
F1,F1_happy_regular_29.wav,今日はスーパーで買い物したら、予想外にキャッシュバックがもらえたんだ!うふふ、ラッキー!,happy
F1,F1_happy_regular_30.wav,彼女の誕生日プレゼント、ぴったりのものを見つけたんだ。ふふ、喜んでもらえるといいな。,happy
F1,F1_happy_regular_31.wav,やった!ついに私たちの会社が世界新出することになったんだ!私たちは世界中の人々にサービスを提供できるんだ!,happy
F1,F1_happy_regular_32.wav,私たちの国と彼らの国との有効協定が結ばれた!これでより良い関係を気づいていけるね!やったー!,happy
F1,F1_happy_regular_33.wav,いやっ!はぁ!私たちが買った株式は高音で売れたんだ!待機予定に入れたよ!,happy
F1,F1_happy_regular_34.wav,よし!彼女は一生懸命勉強して、ついに大学に合格したんだ!彼女の頑張りが報われて、とても嬉しいよ!,happy
F1,F1_happy_regular_35.wav,今日は天気が良くて、友達と楽しく過ごせた。本当にいい気持ちだよね。よし、また来週も会おう。,happy
F1,F1_happy_regular_36.wav,よし!最後のピッチャー交代がこう襲うし、私のチームは逆転勝利を手にした!感動的な瞬間だったなぁ!,happy
F1,F1_happy_regular_37.wav,よっしゃー!私の友達が有名なアーティストと一緒に写真を撮ってくれたんだ!これで私も有名人と写真が撮れた!,happy
F1,F1_happy_regular_38.wav,今日の創作レッスンは本当にすごかった。私たちの創造力は完全に解放された。よっしゃー!これから私たちは素晴らしい作品を作り出せるぞ!,happy
F1,F1_happy_regular_39.wav,よっしゃー!おじいちゃんの遺産で家を変えるようになったよ!これで家族みんなで快適に暮らせる!,happy
F1,F1_happy_regular_40.wav,わー!お客様からとても感謝の言葉をもらったよ!私たちのサービスがお客様にとって役に立っていると知って、とっても嬉しい!,happy
F1,F1_happy_regular_41.wav,うわー! 全員に私たちは日本一になった!全国大会での勝利は、長年続いた練習の成果が見乗ったことを証明しているよ!,happy
F1,F1_happy_regular_42.wav,うわぁ!今日はプロジェクトを完成させたんだ!本当に大変だったけど、クライアントからのフィードバックを聞いて、この仕事にやりがいを感じているよ!,happy
F1,F1_happy_regular_43.wav,わーい!私の代表作が出版されたよ!これで私の作品がたくさんの人に読まれるんだ!,happy
F1,F1_happy_regular_44.wav,わーい!あの新しい同僚は本当にフレンドリーで一緒に仕事するのが楽しいんだ!,happy
F1,F1_happy_regular_45.wav,わーい!今日のディナーはとっても美味しかった!お腹いっぱいで満足だよ!,happy
